binary,given_name,surname,date_of_birth,phone_number,email,address,city,state,zipcode,uniform corr 2,multicollinearity 3,multicollinearity 4,random label num 13,outliers 1,uniform corr 1,correlated w target 2,duplicate_2,random choice 7,correlated w target 1,outliers 2,corr_feature_class,multicollinearity 1,informative_1,pd qcut1,target,random choice 2,multicollinearity 2,duplicate_1,informative_2,pd qcut3,class,scaling_combined,pd qcut2_Q2,pd qcut2_Q3,pd qcut2_Q4,pd qcut2_nan,random choice 4_North,random choice 4_South,random choice 4_West,random choice 4_nan,random label num 4_label num lo 2,random label num 4_label num lo 3,random label num 4_label num lo 4,random label num 4_nan,semi_constant_1_q_const_0_1,semi_constant_1_q_const_0_2,semi_constant_2_q_const_0_1,semi_constant_2_q_const_0_2
,0.0049504950495049506,0.0029702970297029703,0.0019801980198019802,0.0019801980198019802,0.0019801980198019802,,0.0029702970297029703,0.011881188118811881,96752.0,,-0.1307325273354398,0.380767460873319,0.05148514851485148,-0.9522310940499936,,0.493014809487337,-0.6638599972813359,0.14158415841584157,,3.440966219982982,3.685923999125319,0.0151154192767206,-0.9991017824896424,1.0,-0.9042236742875388,1.0,-0.4440882988775538,-0.9991017824896424,-0.6638599972813359,,1,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,,,0.0019801980198019802,0.0019801980198019802,0.0019801980198019802,0.0019801980198019802,0.0019801980198019802,,18563.0,0.5925312285224237,0.6399485057456575,,0.06633663366336634,-0.6665251094248922,0.6733425087965508,2.326118313551947,1.153596854135379,0.13267326732673268,3.5533533421534957,-2.483959730209316,0.2086316944597375,-0.7225659120641628,1.2466861830450993,0.0,2.324369783092482,0.0,1.8000890034060697,1.2466861830450993,1.153596854135379,,1,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0019801980198019802,,,0.0019801980198019802,0.0019801980198019802,0.0019801980198019802,0.0019801980198019802,0.013861386138613862,18735.0,0.6800001198285645,0.1146125565782583,,0.05742574257425743,-0.7624150778539296,0.9295026823570656,3.705451283306366,0.8593974662590766,0.12574257425742574,6.081836737623567,3.3009060339863106,2.685959900502103,-1.374283324069516,0.9627768269601936,0.0,1.7782165547025084,0.0,-1.3846477134501614,0.9627768269601936,0.8593974662590766,0.10693069306930693,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.005940594059405941,,0.0019801980198019802,0.0019801980198019802,0.0019801980198019802,,0.0019801980198019802,,75258.0,,-1.258022855120822,,0.06831683168316832,1.7299144389109031,0.9217720728087828,7.842156321023552,2.0336452879154674,0.13267326732673268,0.5979095178875102,-0.3559420146896737,,0.1716540833068627,-2.957440950943304,0.0,5.451234575139656,0.0,0.7321975216677231,-2.957440950943304,2.0336452879154674,,1,41123.16065787859,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,0.0019801980198019802,0.0029702970297029703,0.0019801980198019802,0.0019801980198019802,,0.0019801980198019802,0.009900990099009901,74446.0,,0.2338594642783316,1.0681647989248333,,1.5700688889248895,0.5825490413069111,2.26875026050845,1.05944863351561,0.1188118811881188,,0.6983867620407387,-0.4681099523861252,1.1955127892299355,1.1411652716579703,0.0,2.1539258469951807,0.0,1.0389568169265395,1.1411652716579703,1.05944863351561,0.10693069306930693,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,0.0039603960396039604,0.0029702970297029703,0.0019801980198019802,0.0019801980198019802,0.0019801980198019802,0.0019801980198019802,,24641.0,0.954849732660218,-0.0698244317404508,-0.2778161014381615,,3.126108708413698,,,2.399635889224372,0.12574257425742574,-0.201289884421195,1.3752745672408846,4.665872932005623,0.4009748674823424,2.485477863898728,0.0,4.626787069235546,0.0,-0.0195222056993353,2.485477863898728,2.399635889224372,0.09900990099009901,1,36132.63805058881,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,,0.0019801980198019802,0.0019801980198019802,0.0019801980198019802,,0.0019801980198019802,,15447.0,0.0409269664608477,-0.7796900632082865,-1.4998311406469365,,0.8589156557507485,0.2831483169961856,0.9023143425332776,-0.747560845179044,0.12574257425742574,3.510065808965681,3.439320413561137,0.4293162157082582,-0.447412318022753,-0.6479636736717482,,-1.187224231921867,0.0,-0.6811024331401188,-0.6479636736717482,-0.747560845179044,0.10297029702970296,0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0019801980198019802,,0.0019801980198019802,0.0019801980198019802,0.0019801980198019802,0.0019801980198019802,0.0019801980198019802,,,0.5415091825997309,-1.15796950062036,,,-0.0390925630000298,0.6133470448539972,1.822959329013752,-0.8182224427035356,0.12376237623762376,2.703159305774304,4.113341266204374,3.5491319270699178,1.039804004462461,-0.8922328125534437,1.0,-1.266374292198878,0.0,0.7464475410661221,-0.8922328125534437,-0.8182224427035356,0.10297029702970296,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0019801980198019802,0.0029702970297029703,0.0019801980198019802,0.0019801980198019802,0.0019801980198019802,0.0019801980198019802,0.0019801980198019802,0.005940594059405941,6958.0,0.2862393625102521,0.3224731515743756,0.8696463621659823,0.05148514851485148,-0.0764951686047992,0.1313025556905234,0.3816132342272213,-0.0915466678066115,0.12574257425742574,3.808670378271095,2.775453802815939,0.3545688704591039,-0.9267375993262116,-0.7273359834485558,0.0,0.2411105626158083,0.0,-1.4071718231912986,-0.7273359834485558,-0.0915466678066115,0.09405940594059406,0,60333.90737218611,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0029702970297029703,,0.0019801980198019802,0.0019801980198019802,0.0019801980198019802,0.0019801980198019802,0.0019801980198019802,0.011881188118811881,59866.0,0.1546080561597426,1.5173929401592483,,0.05148514851485148,0.4605001180756751,,-3.5806693879844884,-1.8069333466532715,0.14158415841584157,-3.9522636837065503,-0.0087474250828782,-2.49805269708572,0.9938985799798602,0.9753643211025784,1.0,-3.935564389564147,0.0,1.8735912027386317,0.9753643211025784,-1.8069333466532715,,0,44761.58113964611,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
